ID No,Prog Code,Gender,YoG,CGPA,CGPA100,CGPA200,CGPA300,CGPA400
80603,CIS,Male,2014,3.63,3.60,3.40,3.83,3.73
82438,CIS,Male,2014,3.54,3.31,3.35,4.14,3.55
52489,CIS,Male,2014,3.90,4.18,3.43,3.81,4.09
25090,CIS,Male,2014,3.70,3.47,3.81,4.10,3.55
80003,CIS,Male,2014,3.55,3.51,3.76,3.84,3.20
35218,MIS,Male,2011,1.69,1.64,1.62,0.83,1.53
64471,MIS,Male,2010,1.69,2.00,2.09,1.13,1.54
83325,MIS,Male,2010,1.52,1.84,1.17,1.92,1.37
70953,MIS,Male,2011,2.23,2.48,2.54,2.79,1.51
91433,MIS,Female,2010,1.72,1.64,2.15,0.87,1.64
55069,MIS,Female,2011,1.87,1.59,1.26,1.87,1.79
60034,MIS,Male,2011,3.15,2.93,3.45,3.30,2.98
84270,MIS,Male,2010,2.72,3.23,1.72,3.23,2.95
90430,MIS,Male,2010,2.47,3.34,1.57,2.68,2.46
43863,MIS,Male,2010,2.38,2.98,2.56,1.89,2.28
71557,MIS,Male,2011,1.94,1.70,1.69,2.17,1.88
66458,MIS,Male,2011,2.33,2.67,2.15,1.64,2.22
67006,MIS,Female,2010,2.22,2.10,2.71,1.91,2.18
47288,MIS,Male,2010,2.60,2.73,2.39,2.51,1.54
78010,MIS,Male,2011,1.97,2.15,1.58,2.47,1.81
39894,MIS,Male,2012,2.93,2.19,2.16,3.16,3.57
61939,MIS,Male,2011,3.08,3.24,3.32,3.41,2.64
71532,MIS,Male,2010,3.65,3.34,4.09,4.04,3.33
80274,MIS,Male,2012,3.00,2.51,2.79,1.09,2.78
27297,MIS,Male,2010,2.69,2.73,2.12,3.03,2.65
30931,MIS,Male,2013,2.44,2.74,2.28,1.89,2.76
50568,MIS,Male,2010,3.46,3.14,3.46,3.63,3.67
42966,MIS,Male,2010,3.58,3.48,3.12,4.22,3.73
57021,MIS,Male,2010,4.21,4.30,4.20,4.33,4.07
36567,MIS,Female,2010,2.92,2.68,2.69,3.03,3.33
96310,MIS,Female,2010,4.29,4.05,4.37,4.30,4.44
53291,MIS,Female,2010,3.27,2.59,3.67,3.41,3.40
60693,MIS,Female,2010,3.52,2.82,3.57,3.85,3.96
44121,MIS,Male,2010,3.30,2.82,3.47,3.57,3.42
80079,MIS,Female,2011,2.92,2.72,2.53,2.71,2.85
75313,MIS,Male,2011,3.23,3.35,3.14,2.97,3.37
84234,MIS,Female,2011,4.57,3.98,4.84,4.59,4.87
74976,MIS,Female,2011,4.01,3.32,4.43,4.30,4.07
78112,MIS,Male,2011,4.01,3.78,3.70,4.26,4.24
44862,MIS,Male,2011,2.45,2.95,2.65,2.78,1.77
58704,MIS,Male,2012,2.65,3.39,2.90,2.81,2.04
70880,MIS,Female,2011,3.94,3.77,3.87,3.69,4.32
97254,MIS,Male,2011,3.48,3.20,3.41,3.52,3.82
92605,MIS,Female,2011,4.11,3.45,4.18,4.48,4.29
28675,MIS,Male,2011,2.59,2.80,2.61,2.68,2.41
25919,MIS,Female,2011,3.19,3.34,3.09,2.67,3.41
48030,MIS,Male,2012,2.11,3.11,2.02,1.41,1.73
52612,MIS,Female,2011,3.80,3.61,4.07,3.89,3.67
76727,MIS,Male,2011,3.43,3.18,3.52,3.41,3.60
40104,MIS,Female,2011,4.05,3.55,4.37,4.15,4.17
88172,MIS,Male,2011,2.40,2.75,2.74,2.27,2.01
88702,MIS,Male,2011,2.90,3.16,3.35,2.29,2.75
50843,MIS,Male,2011,2.76,2.70,2.85,3.07,2.51
56817,MIS,Male,2011,3.13,3.07,3.13,3.13,3.20
32981,MIS,Male,2011,3.18,2.41,3.77,2.97,3.31
85443,MIS,Female,2011,4.23,3.89,4.70,4.52,3.93
72716,MIS,Female,2012,2.19,3.00,2.60,2.33,1.58
84892,MIS,Male,2011,3.28,2.91,3.29,3.41,3.56
58452,MIS,Female,2011,3.99,3.43,4.51,4.07,3.98
24842,MIS,Male,2014,2.47,1.99,1.48,2.19,2.89
79722,MIS,Female,2011,3.97,3.68,4.37,3.93,3.89
75461,MIS,Female,2011,3.89,3.31,4.53,4.24,3.58
31254,MIS,Female,2011,3.11,2.66,3.46,3.07,3.20
71229,MIS,Female,2011,3.37,2.48,3.36,3.60,4.09
55090,MIS,Male,2011,2.41,2.75,2.64,2.15,2.14
68759,MIS,Male,2011,2.41,3.25,2.38,1.85,2.13
57214,MIS,Male,2011,3.24,3.22,3.56,3.41,2.93
95802,MIS,Male,2011,4.38,4.07,4.56,4.70,4.32
80064,MIS,Female,2011,3.22,3.43,3.11,2.74,3.37
55737,MIS,Male,2011,2.31,2.63,2.59,2.52,1.83
63526,MIS,Female,2011,3.77,3.11,4.30,4.26,3.60
90494,MIS,Female,2011,4.17,3.59,4.67,4.15,4.27
68578,MIS,Female,2011,3.73,3.36,4.14,3.74,3.69
40030,MIS,Female,2011,4.21,3.91,4.47,4.22,4.24
86096,MIS,Female,2011,3.62,2.98,3.78,3.93,3.89
60628,MIS,Male,2011,2.76,2.93,2.73,2.89,2.59
80480,MIS,Female,2011,3.23,3.41,3.49,3.15,2.90
61561,MIS,Male,2011,2.51,3.02,2.98,2.21,2.00
92653,MIS,Male,2011,4.15,3.98,4.69,4.70,3.51
90899,MIS,Female,2011,3.62,3.30,3.77,3.70,3.73
52402,MIS,Male,2011,2.45,3.27,2.17,2.00,2.34
97216,MIS,Male,2011,3.88,3.39,4.06,3.78,4.22
80967,MIS,Female,2011,4.53,4.11,4.84,4.41,4.73
35982,MIS,Male,2011,2.65,3.32,2.61,2.89,2.15
69098,MIS,Female,2011,4.68,4.23,4.81,4.93,4.84
43429,MIS,Male,2013,2.79,2.98,2.24,3.07,3.04
52308,MIS,Male,2012,2.66,2.84,2.32,2.36,2.95
60982,MIS,Male,2012,2.16,3.21,2.33,2.37,1.63
44521,MIS,Male,2011,3.16,1.79,3.35,3.72,3.78
64709,MIS,Male,2011,3.03,3.34,2.79,2.96,3.06
47078,MIS,Female,2012,2.08,3.02,1.96,1.87,1.82
92712,MIS,Female,2011,3.40,3.07,3.43,3.81,3.44
74317,MIS,Female,2011,3.68,3.30,3.51,4.00,4.02
88408,MIS,Female,2011,2.29,1.98,2.33,2.45,2.36
47568,MIS,Male,2013,1.77,2.50,2.00,1.71,1.34
95345,MIS,Male,2011,3.42,3.34,4.07,3.07,2.98
96301,MIS,Male,2011,3.23,2.82,2.90,3.46,3.87
68138,MIS,Female,2011,4.07,3.52,4.63,4.11,4.04
46034,MIS,Female,2011,2.66,2.84,3.14,2.30,2.36
64827,MIS,Female,2011,4.06,3.75,4.36,4.52,3.78
74962,MIS,Female,2011,3.24,3.25,3.28,2.81,3.43
29675,MIS,Male,2011,2.45,3.00,2.69,2.04,2.12
72752,MIS,Female,2011,3.10,2.80,2.73,3.32,3.58
59179,MIS,Female,2011,3.38,3.61,3.60,3.26,3.06
49862,MIS,Male,2011,3.22,3.41,3.05,3.37,3.11
50694,MIS,Female,2011,4.45,4.18,4.44,4.41,4.73
44064,MIS,Female,2011,3.11,3.02,3.58,2.40,3.20
59870,MIS,Male,2011,3.41,3.89,3.28,3.83,2.86
91635,MIS,Male,2011,3.28,3.48,3.44,3.56,2.79
80925,MIS,Female,2011,3.35,2.55,3.63,3.26,3.87
81304,MIS,Female,2011,4.57,4.20,4.79,4.59,4.69
47101,MIS,Female,2011,2.91,2.70,3.14,2.93,2.90
81030,MIS,Male,2011,2.94,3.07,3.04,3.52,2.45
86699,MIS,Female,2011,3.53,3.32,3.35,3.56,3.89
46399,MIS,Male,2011,3.47,3.23,3.67,3.22,3.67
51346,MIS,Male,2013,2.10,3.09,1.26,1.65,1.98
52771,MIS,Male,2012,3.52,3.94,2.90,3.18,3.85
26211,MIS,Male,2012,3.09,2.93,3.15,2.87,2.95
76719,MIS,Female,2012,4.00,3.82,4.11,4.33,3.71
61458,MIS,Male,2012,4.01,3.98,3.93,4.19,3.47
78704,MIS,Male,2012,4.33,4.30,4.21,4.59,4.15
97451,MIS,Female,2012,3.91,3.73,4.16,3.78,3.75
30648,MIS,Male,2012,4.11,3.95,4.26,4.44,3.77
39330,MIS,Male,2012,4.33,3.86,4.52,4.74,4.09
66523,MIS,Male,2012,2.69,2.52,2.56,3.26,2.52
71499,MIS,Male,2012,3.32,2.86,3.43,3.56,3.49
63831,MIS,Male,2012,3.50,2.23,3.54,4.03,4.15
49071,MIS,Male,2012,3.31,3.32,3.11,3.48,3.25
51461,MIS,Female,2012,3.40,2.59,3.85,4.33,3.21
83733,MIS,Female,2012,4.04,3.52,4.31,4.19,4.00
28926,MIS,Male,2012,3.16,2.84,3.41,3.37,2.79
79255,MIS,Female,2012,4.55,4.14,4.63,4.70,4.57
80295,MIS,Female,2012,4.54,4.05,4.70,4.70,4.57
75869,MIS,Male,2012,3.58,3.57,4.02,3.59,2.78
78790,MIS,Male,2012,3.50,3.52,3.26,3.74,3.21
80312,MIS,Female,2012,2.96,2.93,3.35,2.63,2.84
39853,MIS,Male,2012,4.12,3.57,4.33,4.56,4.02
43045,MIS,Male,2012,3.73,3.64,3.63,3.78,3.73
39844,MIS,Male,2014,2.52,2.66,2.31,3.07,2.27
62831,MIS,Female,2012,3.52,3.34,3.30,3.90,3.50
55053,MIS,Male,2012,3.18,3.30,3.37,3.19,2.74
35763,MIS,Female,2012,3.78,3.02,3.56,4.48,4.17
75829,MIS,Female,2012,3.35,3.16,3.73,3.30,3.20
92538,MIS,Female,2012,3.84,3.57,3.93,4.19,3.65
70603,MIS,Female,2012,2.91,2.14,2.98,3.74,2.94
34247,MIS,Male,2012,2.73,2.07,2.88,3.25,2.60
48191,MIS,Male,2012,2.73,3.11,2.80,3.04,2.03
71732,MIS,Female,2012,3.56,3.16,3.67,3.78,3.55
53339,MIS,Female,2012,3.66,3.57,3.76,3.74,3.46
56513,MIS,Male,2012,2.25,2.20,1.78,2.84,2.42
96158,MIS,Female,2012,3.58,3.18,3.64,4.07,2.96
75239,MIS,Female,2012,4.12,3.95,4.14,4.15,4.06
35594,MIS,Male,2012,2.70,2.32,2.50,3.17,2.64
78414,MIS,Female,2012,3.06,2.34,3.44,3.45,2.94
36711,MIS,Female,2012,3.27,3.11,3.22,3.81,2.74
53833,MIS,Male,2013,2.24,2.82,1.95,2.67,2.02
68599,MIS,Male,2012,3.39,3.25,3.02,4.07,3.20
25600,MIS,Male,2013,3.03,2.93,3.11,3.42,2.84
31535,MIS,Male,2012,3.43,3.36,3.07,4.00,3.16
95876,MIS,Male,2012,3.08,3.23,2.93,3.03,2.71
44054,MIS,Female,2012,3.44,3.16,3.39,3.59,3.65
77298,MIS,Female,2012,4.12,4.05,4.07,4.19,4.02
26565,MIS,Female,2012,4.11,3.82,3.95,4.04,4.38
80628,MIS,Male,2012,3.03,2.59,2.94,3.00,2.93
51372,MIS,Female,2012,3.69,2.98,3.98,3.78,3.81
74425,MIS,Female,2013,2.05,2.52,1.95,2.78,1.65
60524,MIS,Male,2012,2.88,2.56,3.13,3.30,2.66
46669,MIS,Female,2012,3.51,3.50,3.52,3.67,3.28
69087,MIS,Male,2012,2.81,3.11,2.76,3.00,2.39
38692,MIS,Female,2013,2.19,2.16,2.44,2.50,1.93
67432,MIS,Female,2012,3.51,2.68,3.54,3.93,3.83
44976,MIS,Female,2012,3.53,2.33,3.52,4.04,3.82
26303,MIS,Female,2012,4.11,3.43,4.13,4.63,4.25
70981,MIS,Male,2013,2.35,2.43,2.52,2.43,2.16
55385,MIS,Male,2012,3.05,3.30,2.94,3.59,2.57
43103,MIS,Male,2012,3.04,3.27,2.64,3.43,2.65
49900,MIS,Male,2014,1.70,2.23,1.29,2.03,1.59
79437,MIS,Female,2012,3.63,3.25,3.72,3.48,3.66
38515,MIS,Male,2013,2.04,2.41,2.12,1.93,1.81
67895,MIS,Female,2013,2.43,2.43,2.58,2.44,2.32
65789,MIS,Female,2012,4.03,3.50,4.07,4.00,4.31
68681,MIS,Male,2012,3.65,3.00,3.62,3.85,3.76
37700,MIS,Female,2012,3.70,3.18,3.42,4.30,3.82
32668,MIS,Male,2013,2.96,3.09,2.63,3.37,2.94
49677,MIS,Male,2013,2.25,2.86,2.14,2.45,1.93
35644,MIS,Male,2013,1.90,2.20,1.48,1.29,2.29
23544,MIS,Male,2012,3.26,3.02,2.80,3.57,3.34
85529,MIS,Female,2012,4.27,4.05,4.56,4.26,3.80
32467,MIS,Female,2012,2.64,2.48,2.77,2.72,2.60
42363,MIS,Male,2012,2.79,2.84,2.81,3.07,2.60
55313,MIS,Female,2012,4.05,3.73,4.13,4.33,3.94
50919,MIS,Female,2012,3.54,2.47,3.52,3.78,4.00
62421,MIS,Female,2013,4.55,4.39,4.49,4.41,4.87
93431,MIS,Male,2013,3.02,2.23,3.20,2.80,3.67
86831,MIS,Female,2014,1.97,1.57,1.75,2.13,2.22
30542,MIS,Male,2013,3.71,3.55,3.44,3.52,4.24
48329,MIS,Female,2013,3.80,3.25,4.07,3.93,3.98
54825,MIS,Male,2013,2.86,2.57,2.63,3.17,3.12
88829,MIS,Male,2013,2.55,2.77,2.19,2.10,2.86
24042,MIS,Female,2013,2.81,2.68,3.02,2.65,2.82
38059,MIS,Male,2013,3.03,2.50,2.82,2.97,3.78
81261,MIS,Male,2013,3.58,3.34,3.23,3.48,4.17
93304,MIS,Female,2013,3.34,2.80,3.64,3.43,3.51
94272,MIS,Female,2013,2.78,2.16,2.51,3.13,3.43
84722,MIS,Male,2013,3.99,4.05,4.12,3.70,4.00
82302,MIS,Female,2013,3.33,3.07,3.26,3.26,3.71
56731,MIS,Female,2013,3.01,2.30,3.14,3.23,3.35
55362,MIS,Male,2013,3.23,3.00,3.13,2.90,3.73
76385,MIS,Female,2013,2.79,3.34,3.02,3.15,2.11
66495,MIS,Male,2013,3.22,2.50,2.96,3.67,3.84
38173,MIS,Female,2013,2.47,2.14,2.31,2.55,2.77
61544,MIS,Female,2013,4.52,4.07,4.65,4.59,4.80
91300,MIS,Male,2013,3.72,3.45,3.74,3.70,3.96
74352,MIS,Male,2013,3.54,3.30,2.94,4.11,4.11
44619,MIS,Female,2013,3.31,2.91,3.34,3.48,3.54
54540,MIS,Female,2013,3.12,2.68,3.04,2.97,3.65
62250,MIS,Male,2013,3.01,3.11,2.95,2.93,3.00
89283,MIS,Male,2013,3.12,3.39,3.44,2.81,2.80
88955,MIS,Female,2013,2.52,2.39,2.37,2.48,2.69
47550,MIS,Male,2013,2.94,2.77,2.65,3.15,3.30
78036,MIS,Male,2013,3.39,2.39,3.45,3.53,4.14
77147,MIS,Male,2013,2.65,2.57,2.38,2.43,3.07
76198,MIS,Female,2013,4.59,4.52,4.62,4.41,4.73
37029,MIS,Male,2013,4.04,3.89,4.09,3.85,4.24
32241,MIS,Female,2013,2.96,2.43,3.20,2.40,3.47
43474,MIS,Male,2013,3.78,3.55,3.72,3.67,4.13
74113,MIS,Female,2013,3.71,3.70,4.00,3.15,3.76
51816,MIS,Male,2013,2.43,2.30,1.95,2.25,2.85
36820,MIS,Male,2014,1.96,2.02,1.77,2.16,1.99
59318,MIS,Male,2013,2.45,2.36,2.51,2.60,2.40
35979,MIS,Female,2013,4.11,3.77,4.33,4.07,4.24
41471,MIS,Male,2013,2.85,2.91,2.79,2.60,3.02
81817,MIS,Male,2014,2.43,2.23,2.05,1.87,3.07
90197,MIS,Male,2013,3.02,3.25,2.23,2.71,3.74
64562,MIS,Female,2013,2.69,2.64,2.98,2.13,2.78
93759,MIS,Female,2013,3.68,2.95,3.89,3.83,4.07
60031,MIS,Female,2013,3.10,3.07,3.35,2.52,3.22
54664,MIS,Female,2013,4.41,3.86,4.67,4.48,4.64
26784,MIS,Male,2013,2.98,2.43,3.00,3.50,3.13
91226,MIS,Male,2014,2.00,2.23,1.24,2.06,2.52
64603,MIS,Female,2013,4.21,4.00,4.53,3.85,4.33
56541,MIS,Female,2013,3.66,3.50,4.19,3.22,3.58
36178,MIS,Male,2014,2.30,2.11,2.08,1.87,2.69
32570,MIS,Male,2014,2.05,2.18,1.84,1.77,2.35
40010,MIS,Male,2013,2.73,2.80,2.29,2.73,3.14
92164,MIS,Male,2013,2.27,2.32,1.74,2.03,2.74
36625,MIS,Female,2013,3.62,3.39,3.95,3.50,3.62
55296,MIS,Female,2013,3.86,3.50,4.02,3.59,4.22
43529,MIS,Female,2013,4.41,4.30,4.70,4.26,4.33
55993,MIS,Female,2013,3.89,3.89,4.00,3.81,3.85
75290,MIS,Male,2013,2.15,2.02,2.04,2.18,2.23
78942,MIS,Female,2013,3.10,2.75,2.84,3.44,3.51
27676,MIS,Male,2013,2.83,2.57,2.75,3.13,2.93
90040,MIS,Female,2013,3.50,2.95,3.57,3.63,3.89
68306,MIS,Female,2013,3.65,3.02,4.10,3.47,3.96
43683,MIS,Female,2013,4.45,4.20,4.26,4.50,4.84
59839,MIS,Female,2013,2.07,1.61,2.05,1.57,2.47
73561,MIS,Male,2013,3.25,3.07,3.16,2.73,3.76
50013,MIS,Female,2013,3.75,3.18,3.95,3.41,4.33
30766,MIS,Female,2013,3.09,3.14,2.49,3.67,3.36
24881,MIS,Male,2013,3.12,3.07,2.81,3.47,3.23
31222,MIS,Female,2013,3.19,2.55,2.81,3.35,4.15
76923,MIS,Male,2013,3.82,3.27,3.93,3.82,4.20
66903,MIS,Female,2013,2.85,2.89,2.50,2.56,3.12
81492,MIS,Male,2013,2.88,2.68,2.50,2.93,3.45
87725,MIS,Female,2013,3.28,3.30,3.20,2.75,3.59
23743,MIS,Female,2013,2.87,2.68,3.30,2.13,3.07
30613,MIS,Female,2013,2.86,2.45,2.83,2.57,3.35
37997,MIS,Male,2013,2.74,2.30,2.55,2.60,3.35
60789,MIS,Female,2014,2.24,2.24,2.47,1.43,2.40
59571,MIS,Male,2013,3.49,3.25,3.16,3.56,3.98
90341,MIS,Male,2013,2.74,2.36,2.64,2.50,3.33
91097,MIS,Female,2013,4.57,4.39,4.77,4.56,4.57
47818,MIS,Male,2013,3.22,2.82,2.98,3.00,3.94
79076,MIS,Female,2013,3.26,3.05,2.19,3.87,4.28
27655,MIS,Female,2013,3.69,3.27,3.89,3.43,4.07
85757,MIS,Female,2014,3.80,3.72,3.83,4.07,3.69
78370,MIS,Male,2014,3.84,3.20,3.46,4.34,4.26
84991,MIS,Male,2014,2.75,2.70,1.79,2.66,3.63
89575,MIS,Female,2014,3.50,2.76,3.78,4.00,3.69
24992,MIS,Male,2014,3.97,3.98,3.76,4.19,4.02
89896,MIS,Female,2014,3.87,3.61,4.02,4.00,3.91
85673,MIS,Female,2014,3.55,3.00,3.89,3.96,3.51
43157,MIS,Male,2014,3.40,3.02,3.51,3.62,3.55
95456,MIS,Male,2014,3.60,3.63,3.27,3.85,3.71
73245,MIS,Female,2014,3.87,3.43,3.83,4.26,4.13
92620,MIS,Female,2014,4.48,4.04,4.76,4.52,4.64
73357,MIS,Male,2014,3.50,3.67,3.27,3.19,3.72
28153,MIS,Male,2014,3.68,3.63,3.50,3.60,3.92
79384,MIS,Male,2014,3.91,3.98,4.07,3.67,3.82
78737,MIS,Female,2014,3.42,3.33,3.29,3.37,3.64
23987,MIS,Male,2014,3.16,3.04,2.73,3.11,3.61
42649,MIS,Male,2014,4.01,3.89,4.24,3.67,4.11
67603,MIS,Female,2014,3.94,3.83,4.05,3.93,3.98
84293,MIS,Female,2014,3.12,2.93,2.64,3.10,3.73
96814,MIS,Female,2014,3.59,3.24,3.27,3.67,4.23
53172,MIS,Male,2014,4.51,4.30,4.68,4.59,4.52
76312,MIS,Female,2014,4.34,4.15,4.46,4.44,4.36
92190,MIS,Female,2014,4.38,3.76,4.68,4.30,4.78
52170,MIS,Female,2014,3.19,3.00,2.74,3.43,3.59
94036,MIS,Female,2014,3.56,3.15,3.39,3.70,4.02
74662,MIS,Female,2014,4.24,4.00,4.12,4.70,4.33
29266,MIS,Male,2014,2.80,2.48,2.55,3.04,3.20
62983,MIS,Female,2014,3.41,3.43,3.54,2.96,3.53
89663,MIS,Female,2014,3.64,3.20,3.61,3.78,4.02
57358,MIS,Female,2014,2.78,2.24,2.81,2.80,3.23
60704,MIS,Female,2014,3.79,3.57,3.55,4.31,3.93
55307,MIS,Female,2014,2.52,2.17,2.31,2.57,2.88
56893,MIS,Female,2014,3.33,2.80,2.96,4.04,3.81
40580,MIS,Female,2014,4.71,4.39,4.88,4.81,4.82
49087,MIS,Male,2010,1.94,1.76,1.40,1.48,1.87
61783,MIS,Female,2010,2.17,1.78,1.90,1.79,2.04
73605,CEN,Male,2011,1.87,2.02,2.12,1.31,1.60
73993,CEN,Male,2010,3.36,3.71,3.13,3.18,3.65
88730,CEN,Male,2010,2.40,2.00,2.31,2.15,2.65
65864,CEN,Male,2010,2.40,2.40,2.28,1.81,2.44
47275,CEN,Male,2010,1.89,2.47,1.47,1.34,2.00
80122,CEN,Female,2011,4.10,3.59,3.82,4.28,4.52
67900,CEN,Female,2010,4.11,3.69,3.98,4.29,4.38
61625,CEN,Male,2010,2.59,3.47,2.92,1.97,2.35
85812,CEN,Female,2010,3.54,4.16,3.98,3.29,2.38
50530,CEN,Male,2012,1.92,2.13,2.06,1.45,2.73
37882,CEN,Male,2010,3.75,3.67,4.22,4.00,2.83
24972,CEN,Female,2010,4.51,4.04,4.36,4.74,4.66
96933,CEN,Male,2010,4.30,4.27,4.32,4.40,4.14
73536,CEN,Male,2010,3.91,4.09,4.04,4.00,3.00
59617,CEN,Male,2010,3.46,3.67,3.34,2.98,3.62
48507,CEN,Male,2010,4.25,4.69,4.68,3.85,3.79
67799,CEN,Male,2010,4.65,4.49,4.86,4.72,4.48
39333,CEN,Male,2010,4.11,4.44,4.08,4.11,3.55
84967,CEN,Male,2010,3.63,3.46,3.62,3.51,4.00
77635,CEN,Male,2010,3.26,3.13,3.49,3.12,3.41
70984,CEN,Male,2010,4.39,4.27,4.36,4.38,4.52
79063,CEN,Male,2012,1.87,3.33,2.10,0.63,1.89
70774,CEN,Female,2010,4.20,4.00,4.10,4.19,4.31
31968,CEN,Male,2010,2.91,3.18,3.50,3.08,1.53
38948,CEN,Female,2010,3.80,3.93,3.92,3.79,3.76
75828,CEN,Male,2011,2.83,2.66,2.48,3.06,3.73
86032,CEN,Male,2010,4.27,4.18,4.26,4.17,4.31
51235,CEN,Male,2010,2.25,3.29,2.50,0.95,1.58
68636,CEN,Male,2010,3.23,3.11,3.24,3.32,2.93
26247,CEN,Female,2010,4.01,3.67,3.62,4.22,4.38
61842,CEN,Female,2010,3.57,3.51,3.82,3.68,3.07
57918,CEN,Male,2010,2.31,3.16,2.20,1.81,2.10
87545,CEN,Female,2010,3.59,3.55,3.53,3.36,3.24
90262,CEN,Female,2010,3.30,3.04,3.38,3.00,4.07
43455,CEN,Female,2010,2.92,3.04,3.08,2.53,2.84
44481,CEN,Male,2010,3.52,3.69,2.96,4.04,3.26
53933,CEN,Male,2011,2.18,2.87,1.99,1.74,2.94
26838,CEN,Male,2010,3.21,3.11,3.34,3.00,3.41
43055,CEN,Male,2011,2.31,2.92,2.33,1.89,2.81
70151,CEN,Male,2010,3.74,4.33,3.82,3.30,3.63
75542,CEN,Male,2010,4.02,4.40,4.54,3.85,3.48
45578,CEN,Male,2010,2.03,2.57,2.61,1.43,1.56
28628,CEN,Female,2010,3.91,3.44,4.14,3.91,3.93
31560,CEN,Female,2010,3.64,3.45,4.18,3.55,3.52
52301,CEN,Male,2010,4.57,4.70,4.66,4.51,4.45
32013,CEN,Male,2011,1.99,2.94,2.59,0.97,1.21
52207,CEN,Female,2010,3.77,3.78,3.56,3.94,4.03
85482,CEN,Male,2011,2.36,2.78,2.08,2.61,0.60
53532,CEN,Male,2010,3.14,3.15,3.22,2.93,3.00
30134,CEN,Female,2010,3.54,3.57,2.94,3.31,3.86
94550,CEN,Male,2011,2.31,2.47,2.90,1.52,1.70
23628,CEN,Male,2010,4.07,3.96,4.16,3.94,4.10
95565,CEN,Male,2010,3.78,3.13,3.76,4.02,4.03
73619,CEN,Male,2010,3.76,3.44,3.88,3.83,3.69
39695,CEN,Female,2010,4.78,4.93,4.88,4.74,4.72
36809,CEN,Male,2010,3.97,3.98,4.22,3.89,3.93
48702,CEN,Male,2010,3.58,3.53,3.90,3.24,4.10
92081,CEN,Female,2010,3.71,4.04,3.66,3.82,3.45
67029,CEN,Male,2011,3.77,4.30,3.33,2.14,3.68
47417,CEN,Female,2010,2.86,3.57,2.96,2.54,2.55
55860,CEN,Male,2010,4.30,4.51,4.62,3.94,4.34
62268,CEN,Male,2010,2.61,2.94,2.94,2.05,2.58
85050,CEN,Male,2010,3.78,3.31,3.94,3.42,4.17
46217,CEN,Male,2010,4.47,4.33,4.70,4.38,4.17
49184,CEN,Male,2010,3.99,3.89,4.08,4.30,4.00
58111,CEN,Female,2010,4.33,4.24,4.40,4.47,4.21
95195,CEN,Male,2010,3.67,3.73,3.86,3.72,3.62
44365,CEN,Female,2010,4.78,4.53,4.90,4.85,4.83
38961,CEN,Male,2011,3.79,3.89,3.59,3.89,4.28
42024,CEN,Female,2011,2.69,4.09,2.35,1.75,3.37
38109,CEN,Male,2011,3.04,3.46,3.06,3.06,3.65
50609,CEN,Male,2011,2.69,2.93,2.58,2.30,3.48
36622,CEN,Male,2011,3.75,3.91,3.40,3.80,4.31
84771,CEN,Male,2013,2.37,3.24,2.37,1.67,3.00
52047,CEN,Male,2011,4.18,4.46,4.00,4.04,4.41
68586,CEN,Male,2011,3.70,3.78,3.55,3.52,4.10
38931,CEN,Male,2011,2.60,2.93,2.42,1.79,2.90
61810,CEN,Male,2011,2.34,3.33,2.23,1.79,2.32
34009,CEN,Male,2011,4.29,4.37,4.29,3.84,4.90
35088,CEN,Male,2011,2.97,3.52,3.09,2.41,3.31
31876,CEN,Female,2011,4.20,4.35,3.67,4.11,4.83
90903,CEN,Female,2011,4.22,4.22,3.92,4.17,4.66
96509,CEN,Female,2011,3.26,3.37,3.08,3.07,3.60
26434,CEN,Female,2011,4.29,4.11,4.22,4.50,4.76
31398,CEN,Male,2013,1.88,2.28,1.79,1.22,2.13
82684,CEN,Male,2011,3.21,3.50,3.24,2.35,3.94
87329,CEN,Male,2011,4.16,4.37,4.18,3.77,4.62
43834,CEN,Male,2011,3.55,3.65,3.10,3.39,4.34
44837,CEN,Female,2011,3.75,3.61,3.55,3.93,4.45
46607,CEN,Female,2011,3.56,3.50,3.11,3.54,3.84
25102,CEN,Male,2011,2.95,3.76,2.63,2.56,3.77
63963,CEN,Male,2012,3.14,3.49,2.55,3.14,3.66
89366,CEN,Male,2012,3.40,3.94,2.84,3.57,3.83
87311,CEN,Male,2012,3.31,3.55,2.80,3.31,4.00
47359,CEN,Female,2012,4.14,4.49,3.92,4.23,4.34
65174,CEN,Male,2012,3.00,3.06,2.66,3.12,3.06
91026,CEN,Male,2012,3.95,4.08,4.35,3.82,3.72
49018,CEN,Female,2012,3.49,3.34,3.12,3.72,4.17
40705,CEN,Female,2012,3.71,3.72,3.21,3.81,4.07
85381,CEN,Male,2012,3.31,3.81,2.76,3.30,3.52
62609,CEN,Male,2012,2.71,3.64,2.06,2.38,3.21
93884,CEN,Male,2012,2.75,3.17,2.75,2.46,2.48
25947,CEN,Male,2012,3.91,3.96,3.55,4.02,3.79
67692,CEN,Female,2012,4.63,4.60,4.47,4.51,4.90
54194,CEN,Male,2012,3.48,3.66,3.31,3.49,3.55
34009,CEN,Male,2012,3.73,3.98,3.80,3.79,3.83
63031,CEN,Female,2012,4.54,4.62,4.31,4.53,4.32
39238,CEN,Male,2012,4.06,4.26,3.82,4.15,3.83
76466,CEN,Female,2012,3.84,4.04,3.56,4.02,3.55
82165,CEN,Male,2012,3.06,3.53,2.48,2.88,3.38
